PV power,Direct-in-plane,Sun Height,Air Temperature,Wind speed,month,day,hour_minute
610.25,706.26,27.1,5.23,4.07,3,3,11
487.13,563.28,29.89,6.01,4.07,3,3,12
812.51,967.83,30.05,6.61,3.93,3,3,13
57.11,81.71,27.55,6.84,3.86,3,3,14
226.73,270.36,22.73,6.85,3.93,3,3,15
310.17,367.34,16.11,6.86,3.72,3,3,16
21.75,39.1,8.23,6.42,2.69,3,3,17
24.22,41.44,7.6,2.0,1.1,3,4,8
80.02,106.51,15.6,2.87,0.9,3,4,9
200.52,240.52,22.41,4.1,1.03,3,4,10
592.35,701.9,27.48,5.11,1.52,3,4,11
332.23,391.39,30.28,6.36,1.86,3,4,12
693.35,839.82,30.43,7.15,1.72,3,4,13
584.42,699.64,27.91,7.48,1.59,3,4,14
453.61,536.27,23.06,7.52,1.79,3,4,15
257.5,310.17,16.42,7.5,2.0,3,4,16
105.5,147.5,8.52,7.12,1.79,3,4,17
156.0,192.66,7.94,0.23,1.31,3,5,8
202.18,240.07,15.96,2.11,1.1,3,5,9
466.25,541.45,22.78,3.64,1.59,3,5,10
449.07,524.09,27.87,5.17,1.93,3,5,11
487.13,570.92,30.67,5.98,2.21,3,5,12
446.48,521.39,30.81,6.27,2.69,3,5,13
105.16,136.49,28.27,6.35,2.76,3,5,14
217.86,261.26,23.4,6.63,2.83,3,5,15
170.59,209.98,16.73,6.63,2.62,3,5,16
144.67,197.4,8.81,6.22,1.93,3,5,17
1.06,8.08,8.29,4.21,5.66,3,6,8
37.11,57.47,16.32,4.57,5.38,3,6,9
367.8,422.84,23.16,5.31,4.76,3,6,10
703.98,815.03,28.26,6.24,5.72,3,6,11
589.45,681.78,31.06,7.04,5.59,3,6,12
373.68,433.86,31.19,7.85,6.21,3,6,13
654.76,760.15,28.63,7.99,6.14,3,6,14
560.7,648.56,23.73,7.94,6.0,3,6,15
324.98,383.88,17.03,7.76,5.17,3,6,16
106.27,147.3,9.1,7.31,4.07,3,6,17
63.48,90.74,8.65,9.34,4.62,3,7,8
151.75,189.31,16.69,9.7,4.97,3,7,9
87.75,118.17,23.54,10.0,5.31,3,7,10
41.98,64.65,28.65,10.19,5.66,3,7,11
38.96,61.06,31.45,10.53,5.66,3,7,12
124.34,160.13,31.57,10.78,6.97,3,7,13
54.58,79.92,28.99,10.93,6.9,3,7,14
34.53,55.67,24.07,10.8,6.28,3,7,15
17.13,33.22,17.34,10.12,6.97,3,7,16
1.86,9.88,9.39,9.75,6.83,3,7,17
76.43,104.18,9.0,5.16,4.14,3,8,8
441.07,508.74,17.05,5.72,4.28,3,8,9
446.47,514.8,23.92,6.65,4.76,3,8,10
38.8,60.16,29.04,7.51,5.24,3,8,11
88.05,117.63,31.84,8.03,5.31,3,8,12
429.23,496.96,31.96,7.57,5.66,3,8,13
701.6,823.78,29.35,7.7,4.69,3,8,14
500.22,576.79,24.4,6.94,5.45,3,8,15
360.15,421.21,17.65,6.67,5.86,3,8,16
41.31,63.89,9.68,6.24,5.86,3,8,17
11.01,24.25,9.36,4.63,3.1,3,9,8
49.11,71.84,17.42,5.02,3.38,3,9,9
90.28,119.0,24.3,5.47,3.93,3,9,10
96.87,126.61,29.43,5.84,4.34,3,9,11
74.38,101.47,32.24,6.63,4.97,3,9,12
67.79,94.29,32.34,7.63,5.1,3,9,13
57.38,82.61,29.72,8.84,5.17,3,9,14
75.55,104.16,24.74,10.02,5.72,3,9,15
26.7,45.8,17.96,10.55,5.79,3,9,16
17.07,33.22,9.97,10.73,5.59,3,9,17
18.45,35.02,9.72,10.32,6.83,3,10,8
49.57,73.63,17.79,9.84,6.97,3,10,9
213.71,257.3,24.69,9.47,7.03,3,10,10
316.94,371.99,29.83,9.39,6.97,3,10,11
67.21,94.29,32.64,9.66,6.97,3,10,12
272.37,323.52,32.72,9.49,6.48,3,10,13
252.8,301.51,30.08,9.4,6.28,3,10,14
302.19,355.82,25.07,9.07,5.86,3,10,15
172.35,212.51,18.27,8.55,5.38,3,10,16
119.63,163.9,10.25,8.07,4.9,3,10,17
0.0,2.69,1.52,7.39,4.34,3,10,18
88.18,118.14,10.08,6.85,5.03,3,11,8
63.12,88.6,18.16,6.83,4.41,3,11,9
388.47,449.77,25.07,7.11,4.9,3,11,10
622.44,726.79,30.22,7.52,4.62,3,11,11
271.16,321.93,33.03,8.46,5.03,3,11,12
110.57,143.67,33.11,8.98,5.38,3,11,13
414.79,482.32,30.44,8.96,6.34,3,11,14
77.24,105.06,25.4,7.6,6.0,3,11,15
31.67,51.18,18.58,6.16,6.76,3,11,16
71.74,101.1,10.54,5.34,5.59,3,11,17
0.0,0.9,1.8,4.42,5.86,3,11,18
0.0,4.97,1.66,2.61,5.86,3,12,7
132.4,165.79,10.44,3.35,6.41,3,12,8
166.61,201.15,18.54,4.39,6.07,3,12,9
153.03,187.59,25.46,5.59,7.66,3,12,10
345.64,397.95,30.62,6.38,8.28,3,12,11
655.38,749.91,33.43,6.48,8.21,3,12,12
99.77,130.2,33.5,7.0,6.97,3,12,13
314.56,365.16,30.8,6.36,6.76,3,12,14
246.63,291.02,25.74,6.54,6.07,3,12,15
20.93,37.71,18.88,6.23,6.62,3,12,16
81.5,113.1,10.83,5.81,6.76,3,12,17
0.0,3.59,2.07,5.76,6.55,3,12,18
1.16,8.29,2.02,4.2,2.48,3,13,7
131.59,166.44,10.8,4.21,2.14,3,13,8
352.53,411.07,18.91,4.95,2.07,3,13,9
634.94,749.83,25.84,6.09,2.48,3,13,10
767.98,925.29,31.02,6.95,2.69,3,13,11
661.13,783.56,33.83,7.54,3.38,3,13,12
342.6,402.23,33.88,7.81,4.07,3,13,13
225.91,270.99,31.16,7.64,4.41,3,13,14
177.74,217.07,26.07,7.24,4.34,3,13,15
73.6,100.61,19.19,6.74,4.97,3,13,16
24.4,42.2,11.11,6.42,4.21,3,13,17
0.0,4.49,2.35,5.81,3.79,3,13,18
1.54,9.12,2.37,5.9,3.17,3,14,7
106.51,138.67,11.17,5.79,2.69,3,14,8
49.54,72.74,19.29,6.33,3.03,3,14,9
97.41,127.85,26.23,7.07,4.0,3,14,10
45.56,68.25,31.41,7.38,4.76,3,14,11
50.84,74.53,34.23,7.52,4.9,3,14,12
52.87,77.22,34.27,8.61,5.45,3,14,13
31.13,51.18,31.53,9.52,6.55,3,14,14
28.94,48.49,26.4,9.72,5.93,3,14,15
48.08,71.84,19.5,9.62,5.79,3,14,16
11.34,25.14,11.4,9.55,5.52,3,14,17
0.0,1.8,2.62,9.28,5.59,3,14,18
0.0,3.32,2.73,4.12,3.66,3,15,7
84.97,113.28,11.53,4.56,3.24,3,15,8
228.3,270.69,19.66,5.51,3.52,3,15,9
107.34,138.62,26.62,6.29,3.93,3,15,10
236.69,282.88,31.81,7.35,4.0,3,15,11
392.01,459.25,34.63,8.16,4.14,3,15,12
309.1,365.96,34.66,8.76,4.28,3,15,13
393.9,462.44,31.89,8.96,4.28,3,15,14
570.38,669.34,26.73,8.81,4.34,3,15,15
145.64,182.69,19.8,8.25,4.41,3,15,16
144.46,193.91,11.69,7.59,3.93,3,15,17
4.49,16.29,2.9,6.89,3.52,3,15,18
4.93,14.92,3.09,0.49,2.55,3,16,7
250.73,298.0,11.9,1.91,2.83,3,16,8
391.88,451.81,20.04,4.07,3.03,3,16,9
244.35,289.04,27.01,6.06,4.0,3,16,10
220.64,264.79,32.21,7.36,4.62,3,16,11
236.71,283.5,35.03,8.09,5.03,3,16,12
312.95,368.84,35.04,9.25,6.48,3,16,13
142.58,179.88,32.25,9.57,6.21,3,16,14
82.8,112.25,27.06,9.36,5.45,3,16,15
11.37,25.14,20.1,9.15,5.1,3,16,16
25.49,44.0,11.97,8.98,5.31,3,16,17
0.25,6.29,3.17,8.86,5.1,3,16,18
5.73,16.58,3.45,7.66,3.03,3,17,7
70.73,98.29,12.26,8.01,2.97,3,17,8
73.24,100.96,20.42,8.27,2.9,3,17,9
46.76,70.04,27.4,8.42,2.83,3,17,10
66.44,93.39,32.61,9.15,3.86,3,17,11
145.37,183.51,35.43,9.7,4.83,3,17,12
66.09,93.39,35.43,10.6,5.93,3,17,13
23.74,42.2,32.61,11.83,5.72,3,17,14
79.37,109.55,27.39,12.33,6.48,3,17,15
22.32,40.41,20.41,12.23,6.28,3,17,16
3.75,13.47,12.25,11.88,5.72,3,17,17
0.0,2.69,3.44,11.28,4.55,3,17,18
0.0,4.97,3.81,4.22,1.66,3,18,7
14.93,29.63,12.63,4.29,1.72,3,18,8
47.6,70.04,20.79,4.57,1.79,3,18,9
91.27,120.33,27.79,5.21,2.21,3,18,10
433.56,504.39,33.01,5.74,2.97,3,18,11
142.94,178.83,35.83,6.51,3.31,3,18,12
137.04,172.49,35.82,6.82,3.17,3,18,13
128.9,163.47,32.97,7.02,3.24,3,18,14
124.97,158.96,27.72,7.0,3.17,3,18,15
85.02,113.86,20.71,6.85,3.03,3,18,16
42.69,65.0,12.54,6.54,2.83,3,18,17
5.53,16.64,3.71,6.13,2.48,3,18,18
8.19,19.9,4.18,0.61,1.52,3,19,7
232.32,277.95,13.0,1.5,1.1,3,19,8
309.81,361.84,21.17,3.72,1.52,3,19,9
371.33,432.31,28.18,5.06,2.34,3,19,10
697.04,824.46,33.42,6.16,3.24,3,19,11
795.36,954.09,36.23,6.92,3.45,3,19,12
473.28,553.96,36.2,7.44,3.59,3,19,13
379.03,443.78,33.33,7.56,3.79,3,19,14
400.01,467.2,28.05,7.56,3.93,3,19,15
374.81,442.84,21.01,7.61,3.93,3,19,16
135.86,181.36,12.82,7.36,3.52,3,19,17
8.31,22.24,3.99,6.75,3.31,3,19,18
50.94,84.46,4.54,0.18,3.1,3,20,7
315.99,369.92,13.37,0.96,2.9,3,20,8
544.28,624.01,21.55,2.56,3.31,3,20,9
734.22,857.09,28.57,4.13,3.72,3,20,10
745.81,877.3,33.82,5.65,4.07,3,20,11
672.28,789.15,36.64,7.03,4.48,3,20,12
569.7,666.97,36.59,7.9,4.48,3,20,13
223.64,269.5,33.69,8.16,4.41,3,20,14
167.23,206.63,28.38,8.26,4.41,3,20,15
159.08,197.52,21.31,7.92,4.41,3,20,16
57.24,82.8,13.1,7.45,4.07,3,20,17
7.21,19.24,4.26,6.66,3.72,3,20,18
2.44,10.78,4.9,3.06,4.41,3,21,7
25.51,43.1,13.73,3.31,4.34,3,21,8
72.9,98.78,21.93,3.9,3.86,3,21,9
109.96,140.26,28.97,4.48,5.52,3,21,10
208.56,249.16,34.22,5.01,4.62,3,21,11
146.17,181.48,37.04,5.71,4.48,3,21,12
128.81,162.53,36.97,6.09,4.28,3,21,13
134.29,168.81,34.05,6.33,4.07,3,21,14
113.31,145.4,28.71,6.35,3.79,3,21,15
82.07,110.28,21.61,6.26,2.83,3,21,16
36.7,57.47,13.38,6.41,2.14,3,21,17
1.04,8.08,4.53,6.35,1.93,3,21,18
65.32,104.1,5.26,1.66,2.14,3,22,7
302.84,358.94,14.1,2.65,1.86,3,22,8
516.11,599.09,22.31,4.41,2.62,3,22,9
400.38,464.28,29.36,6.11,3.79,3,22,10
378.93,442.88,34.62,7.13,3.79,3,22,11
422.39,495.88,37.44,8.07,3.66,3,22,12
654.22,781.42,37.36,8.73,3.24,3,22,13
724.76,875.1,34.4,9.12,2.97,3,22,14
596.85,712.01,29.03,9.34,2.9,3,22,15
417.08,500.03,21.91,9.38,2.76,3,22,16
162.25,217.52,13.66,9.05,2.62,3,22,17
9.97,31.4,4.8,8.13,2.21,3,22,18
6.22,17.06,5.62,2.73,2.21,3,23,7
153.35,189.62,14.47,3.9,2.28,3,23,8
465.69,543.68,22.69,5.73,2.41,3,23,9
498.26,582.34,29.75,7.49,3.52,3,23,10
582.5,686.55,35.02,8.81,4.07,3,23,11
720.66,865.46,37.84,9.65,3.86,3,23,12
533.55,633.61,37.74,10.47,3.93,3,23,13
242.42,294.04,34.76,10.72,4.0,3,23,14
271.81,326.8,29.36,10.77,4.07,3,23,15
53.09,78.12,22.2,10.45,3.86,3,23,16
11.79,26.78,5.07,9.03,3.59,3,23,18
33.36,57.31,5.99,6.65,4.21,3,24,7
191.08,233.7,14.84,6.97,4.69,3,24,8
361.41,420.38,23.07,7.88,5.66,3,24,9
558.84,652.21,30.14,8.76,5.03,3,24,10
792.96,946.21,35.42,9.92,5.31,3,24,11
857.94,1036.31,38.24,10.87,5.38,3,24,12
797.37,959.71,38.13,11.39,5.31,3,24,13
518.28,612.63,35.11,11.72,5.45,3,24,14
364.97,432.96,29.68,11.63,5.31,3,24,15
135.21,173.06,22.5,11.23,5.03,3,24,16
67.46,96.17,14.21,10.53,4.48,3,24,17
4.86,15.27,5.33,9.68,4.41,3,24,18
80.62,123.94,6.35,6.79,2.55,3,25,7
239.66,291.63,15.21,7.47,2.14,3,25,8
410.5,483.52,23.44,9.11,3.38,3,25,9
651.51,779.84,30.53,10.69,3.66,3,25,10
690.07,835.52,35.82,11.88,3.72,3,25,11
790.78,975.01,38.64,12.48,3.52,3,25,12
677.22,828.94,38.51,13.08,3.24,3,25,13
601.96,735.59,35.47,13.1,2.55,3,25,14
347.53,421.69,30.0,13.39,2.41,3,25,15
365.24,448.77,22.79,13.49,1.93,3,25,16
169.58,232.69,14.49,12.97,1.38,3,25,17
11.74,34.4,5.6,12.23,1.31,3,25,18
40.54,66.36,6.71,6.5,1.31,3,26,7
94.12,124.85,15.57,7.43,2.14,3,26,8
141.43,178.78,23.82,8.85,2.14,3,26,9
222.41,272.14,30.92,10.39,2.14,3,26,10
279.26,339.71,36.22,11.66,2.14,3,26,11
420.21,508.92,39.04,12.8,2.34,3,26,12
675.99,838.0,38.89,13.36,2.34,3,26,13
705.2,877.23,35.82,13.87,2.41,3,26,14
512.75,626.06,30.32,14.14,2.34,3,26,15
308.5,379.53,23.09,13.81,2.28,3,26,16
147.26,200.75,14.76,13.37,2.34,3,26,17
15.7,32.78,5.87,12.46,2.48,3,26,18
35.55,57.99,7.07,3.67,2.14,3,27,7
94.75,124.1,15.94,4.75,2.48,3,27,8
162.47,199.45,24.2,5.76,2.9,3,27,9
421.76,493.62,31.31,6.99,2.9,3,27,10
828.38,1006.17,36.62,8.48,3.38,3,27,11
796.39,971.58,39.43,10.38,3.59,3,27,12
711.7,863.41,39.27,11.67,3.79,3,27,13
424.62,508.03,36.17,12.37,3.79,3,27,14
234.27,287.16,30.64,12.7,3.86,3,27,15
305.63,370.93,23.38,12.37,3.86,3,27,16
132.61,178.85,15.04,11.72,3.66,3,27,17
19.39,41.78,6.13,10.94,3.72,3,27,18
26.62,45.9,7.43,5.64,3.86,3,28,7
131.87,166.36,16.3,6.24,4.14,3,28,8
352.82,410.47,24.57,7.06,4.9,3,28,9
716.08,841.09,31.7,8.1,5.1,3,28,10
519.42,606.95,37.02,8.71,5.1,3,28,11
538.05,631.34,39.83,9.16,5.03,3,28,12
769.79,917.84,39.65,9.38,5.03,3,28,13
562.24,660.06,36.52,9.54,5.17,3,28,14
527.53,617.32,30.96,9.49,5.38,3,28,15
419.45,495.6,23.67,9.08,5.38,3,28,16
181.08,239.79,15.31,8.57,5.17,3,28,17
21.54,42.05,6.4,8.01,4.69,3,28,18
118.22,169.04,7.79,2.02,3.86,3,29,7
265.96,312.12,16.67,2.36,4.0,3,29,8
270.2,312.84,24.95,3.18,5.31,3,29,9
630.51,723.29,32.09,3.88,4.83,3,29,10
677.36,783.76,37.42,4.6,4.83,3,29,11
788.35,925.42,40.23,5.13,4.69,3,29,12
779.64,918.65,40.03,5.88,4.55,3,29,13
781.36,922.8,36.87,6.37,4.34,3,29,14
640.23,747.57,31.27,6.59,4.28,3,29,15
449.56,527.52,23.96,6.5,4.28,3,29,16
180.67,236.06,15.58,6.26,4.28,3,29,17
18.2,46.44,6.66,5.76,3.79,3,29,18
59.8,88.58,8.15,1.42,2.48,3,30,7
116.49,147.44,17.03,3.07,2.48,3,30,8
170.48,207.28,25.32,4.68,3.17,3,30,9
304.46,356.44,32.47,6.24,4.28,3,30,10
115.23,148.16,37.81,7.52,4.69,3,30,11
173.46,213.66,40.62,7.88,4.69,3,30,12
126.77,161.63,40.41,8.27,4.69,3,30,13
81.44,110.45,37.22,8.67,4.55,3,30,14
117.51,151.53,31.59,8.81,4.48,3,30,15
90.43,120.87,24.25,8.83,4.0,3,30,16
72.97,101.5,15.85,8.62,3.86,3,30,17
16.67,32.88,6.92,8.07,3.59,3,30,18
88.65,127.05,8.51,2.78,2.62,3,31,7
213.99,256.27,17.39,3.93,3.31,3,31,8
199.8,239.98,25.69,5.24,3.24,3,31,9
400.0,466.72,32.86,6.39,3.17,3,31,10
592.52,699.78,38.21,7.59,3.31,3,31,11
129.05,164.33,41.01,7.93,3.24,3,31,12
155.91,194.76,40.79,8.15,3.24,3,31,13
147.05,184.83,37.56,8.18,3.1,3,31,14
230.64,278.36,31.9,8.14,2.97,3,31,15
152.5,190.92,24.53,8.11,2.9,3,31,16
96.03,129.22,16.12,7.91,2.76,3,31,17
18.04,34.64,7.18,7.57,2.41,3,31,18
50.76,76.47,8.86,3.58,1.72,4,1,7
214.6,258.7,17.76,4.53,1.93,4,1,8
181.12,220.3,26.06,5.81,2.76,4,1,9
75.75,103.27,33.24,6.8,3.17,4,1,10
77.84,105.96,38.6,7.52,3.24,4,1,11
154.78,193.06,41.41,7.63,3.38,4,1,12
68.31,95.18,41.16,8.1,3.52,4,1,13
162.99,202.64,37.91,8.2,3.52,4,1,14
219.04,265.32,32.21,8.54,3.66,4,1,15
219.27,266.46,24.82,8.68,3.66,4,1,16
87.55,119.05,16.39,8.6,3.17,4,1,17
22.74,41.34,7.44,8.27,2.62,4,1,18
75.91,110.71,9.22,6.92,3.86,4,2,7
286.69,342.41,18.11,7.39,4.07,4,2,8
430.78,499.89,26.43,8.26,5.93,4,2,9
273.04,324.7,33.62,9.26,5.93,4,2,10
224.15,271.36,38.99,9.41,5.38,4,2,11
259.06,311.38,41.8,10.1,5.72,4,2,12
167.69,209.11,41.53,10.31,5.66,4,2,13
43.43,66.45,38.25,10.34,5.79,4,2,14
94.09,125.71,32.52,10.45,5.52,4,2,15
238.3,289.07,25.1,10.21,4.9,4,2,16
54.91,80.14,16.65,9.54,3.45,4,2,17
14.59,29.63,7.7,8.83,3.52,4,2,18
43.64,67.15,9.57,5.69,1.59,4,3,7
266.07,319.32,18.47,6.67,2.55,4,3,8
423.18,497.1,26.8,7.62,2.83,4,3,9
292.33,348.1,34.0,8.41,3.03,4,3,10
359.92,426.94,39.38,9.06,3.24,4,3,11
299.86,358.93,42.19,9.75,3.72,4,3,12
287.21,344.72,41.91,10.15,4.07,4,3,13
265.61,320.23,38.59,10.15,3.72,4,3,14
141.42,179.7,32.83,10.1,3.59,4,3,15
143.31,181.87,25.38,9.84,3.03,4,3,16
75.97,105.47,16.92,9.51,2.41,4,3,17
10.12,23.35,7.96,9.0,1.52,4,3,18
112.09,157.55,9.92,5.44,2.62,4,4,7
140.85,176.69,18.83,6.28,2.62,4,4,8
154.22,191.4,27.16,7.58,4.83,4,4,9
154.71,192.97,34.38,8.51,5.1,4,4,10
201.97,246.68,39.77,9.44,5.45,4,4,11
266.32,318.9,42.57,9.5,5.59,4,4,12
239.88,289.59,42.28,9.75,5.59,4,4,13
442.21,519.84,38.93,10.23,5.66,4,4,14
339.99,402.43,33.14,10.71,6.21,4,4,15
229.08,278.76,25.66,10.73,5.79,4,4,16
115.6,153.88,17.18,10.41,5.38,4,4,17
13.21,27.84,8.22,10.07,5.1,4,4,18
6.56,17.96,10.27,8.86,5.38,4,5,7
75.44,104.03,19.18,9.93,5.38,4,5,8
216.75,264.0,27.53,11.06,5.45,4,5,9
37.28,59.27,34.76,11.7,6.21,4,5,10
135.09,173.31,40.16,12.0,6.76,4,5,11
34.28,55.67,42.96,12.41,8.76,4,5,12
43.8,67.35,42.64,12.21,7.79,4,5,13
77.1,106.86,39.27,12.46,8.62,4,5,14
43.81,67.35,33.44,11.99,5.59,4,5,15
26.57,45.8,25.94,11.5,6.21,4,5,16
15.08,30.53,17.44,10.95,6.9,4,5,17
0.99,8.08,8.47,11.1,6.62,4,5,18
0.0,2.49,1.59,5.65,3.38,4,6,6
91.0,127.74,10.62,5.83,3.45,4,6,7
345.25,410.65,19.53,6.85,2.97,4,6,8
535.33,623.65,27.89,8.04,4.83,4,6,9
545.07,638.82,35.13,9.02,4.83,4,6,10
735.02,878.14,40.54,10.13,4.9,4,6,11
288.71,346.77,43.34,10.71,4.69,4,6,12
124.2,160.74,43.01,11.14,4.34,4,6,13
244.52,297.86,39.6,11.4,4.0,4,6,14
250.88,304.7,33.75,11.51,4.14,4,6,15
351.89,423.83,26.22,11.16,3.66,4,6,16
198.03,265.78,17.7,10.71,3.03,4,6,17
26.88,57.04,8.73,10.28,2.28,4,6,18
0.11,5.8,1.93,1.86,1.79,4,7,6
124.47,170.17,10.96,3.2,2.0,4,7,7
343.76,409.68,19.88,6.16,2.0,4,7,8
527.82,623.12,28.25,8.31,3.03,4,7,9
385.27,454.56,35.5,9.7,4.41,4,7,10
724.76,871.73,40.92,10.4,4.21,4,7,11
809.78,988.09,43.73,11.21,4.21,4,7,12
817.23,998.4,43.37,11.88,4.41,4,7,13
710.98,857.73,39.94,12.26,4.62,4,7,14
585.27,698.89,34.05,12.23,4.62,4,7,15
420.16,505.84,26.49,11.94,4.28,4,7,16
154.91,204.9,17.96,11.5,3.79,4,7,17
34.99,60.99,8.98,10.78,2.83,4,7,18
0.79,7.46,2.28,2.34,0.83,4,8,6
127.8,174.57,11.31,3.17,0.9,4,8,7
363.43,436.64,20.23,5.85,0.76,4,8,8
560.76,679.99,28.61,8.52,0.97,4,8,9
699.04,872.13,35.87,10.61,1.17,4,8,10
772.05,985.03,41.31,12.06,1.24,4,8,11
796.0,1026.79,44.11,13.22,1.31,4,8,12
780.97,1003.74,43.74,14.07,1.52,4,8,13
706.88,897.43,40.27,14.63,1.52,4,8,14
574.44,719.2,34.34,15.03,1.24,4,8,15
346.55,433.34,26.77,15.07,0.83,4,8,16
148.22,201.22,18.22,14.9,0.55,4,8,17
31.49,53.74,9.24,14.43,0.41,4,8,18
1.15,8.29,2.62,4.82,1.59,4,9,6
61.14,87.98,11.65,5.05,0.9,4,9,7
311.87,376.4,20.57,7.48,1.1,4,9,8
476.55,574.81,28.96,9.82,1.24,4,9,9
543.07,662.95,36.24,12.23,1.79,4,9,10
694.57,869.28,41.68,13.83,2.07,4,9,11
730.16,923.01,44.48,15.29,2.34,4,9,12
683.68,858.64,44.09,16.3,2.69,4,9,13
618.76,768.58,40.6,16.99,3.17,4,9,14
216.32,272.93,34.64,17.24,3.38,4,9,15
266.59,333.36,27.04,17.03,3.17,4,9,16
37.72,61.06,18.48,16.51,2.69,4,9,17
21.22,39.51,9.49,15.57,2.34,4,9,18
0.0,4.97,2.96,7.81,1.38,4,10,6
29.04,48.49,11.98,8.53,1.17,4,10,7
150.75,192.19,20.92,10.75,1.03,4,10,8
211.81,263.32,29.31,12.15,1.1,4,10,9
286.73,352.77,36.6,13.29,1.31,4,10,10
400.32,492.86,42.06,14.49,1.45,4,10,11
369.22,458.04,44.86,15.73,1.38,4,10,12
376.08,468.53,44.45,16.63,1.38,4,10,13
450.7,563.13,40.92,17.19,1.45,4,10,14
296.52,371.06,34.94,17.47,1.59,4,10,15
115.1,155.12,27.31,17.31,1.45,4,10,16
41.86,66.45,18.73,16.86,1.03,4,10,17
23.83,43.27,9.74,15.96,0.9,4,10,18
4.21,14.66,3.3,8.37,1.59,4,11,6
84.61,119.43,12.32,9.44,1.17,4,11,7
225.29,278.16,21.26,10.8,1.66,4,11,8
481.48,582.51,29.66,11.85,1.93,4,11,9
200.44,250.14,36.97,12.99,2.76,4,11,10
421.05,511.01,42.43,13.78,2.9,4,11,11
815.77,1034.46,45.23,14.32,2.62,4,11,12
784.51,996.97,44.81,14.88,2.34,4,11,13
715.35,901.38,41.25,15.46,2.28,4,11,14
585.98,726.88,35.23,15.92,2.34,4,11,15
395.8,490.96,27.58,16.01,2.48,4,11,16
191.47,262.12,18.99,15.5,2.69,4,11,17
32.35,63.97,9.99,14.34,2.55,4,11,18
6.37,18.21,3.63,8.61,1.66,4,12,6
4.91,15.27,12.65,8.13,1.93,4,12,7
12.72,26.94,21.59,7.73,2.14,4,12,8
31.43,51.18,30.01,7.21,2.34,4,12,9
65.6,91.59,37.33,6.68,2.69,4,12,10
153.88,191.27,42.8,6.7,3.45,4,12,11
167.43,206.53,45.6,6.89,3.66,4,12,12
130.4,165.23,45.16,7.26,3.79,4,12,13
40.98,62.86,41.57,7.64,4.28,4,12,14
123.86,158.04,35.52,7.78,4.62,4,12,15
154.83,192.65,27.84,7.82,5.03,4,12,16
139.37,180.36,19.24,7.85,5.1,4,12,17
16.65,32.33,10.24,7.93,4.9,4,12,18
6.02,17.22,3.96,5.93,4.97,4,13,6
68.01,95.76,12.98,6.29,4.14,4,13,7
220.47,265.05,21.92,6.86,5.03,4,13,8
473.83,549.97,30.35,7.62,5.17,4,13,9
708.19,834.36,37.68,8.42,5.03,4,13,10
840.27,1010.68,43.17,9.31,4.83,4,13,11
868.17,1057.51,45.97,10.06,4.41,4,13,12
828.13,1011.83,45.51,10.64,3.93,4,13,13
752.37,915.44,41.89,11.04,3.52,4,13,14
614.44,739.24,35.81,11.18,3.24,4,13,15
434.05,523.86,28.11,11.03,3.17,4,13,16
205.92,275.73,19.49,10.51,3.1,4,13,17
32.53,65.29,10.48,9.7,2.83,4,13,18
0.0,0.83,1.51,8.32,2.55,4,13,19
10.43,24.84,4.29,0.73,1.45,4,14,6
148.44,196.11,13.31,1.93,1.24,4,14,7
398.29,474.24,22.25,4.63,1.03,4,14,8
602.9,720.27,30.69,6.71,1.72,4,14,9
713.35,868.56,38.04,8.26,2.0,4,14,10
777.43,965.32,43.54,9.4,1.93,4,14,11
814.98,1027.98,46.34,10.39,1.79,4,14,12
812.56,1031.45,45.86,11.25,1.66,4,14,13
736.84,926.82,42.21,11.93,1.52,4,14,14
605.9,749.88,36.1,12.36,1.38,4,14,15
423.3,522.61,28.37,12.51,1.24,4,14,16
201.79,273.55,19.74,12.34,1.24,4,14,17
36.27,68.87,10.73,11.76,1.45,4,14,18
0.0,1.66,1.77,10.6,1.66,4,14,19
10.71,27.32,4.61,1.88,1.03,4,15,6
165.0,218.44,13.63,2.1,0.76,4,15,7
399.43,478.04,22.58,4.83,0.62,4,15,8
597.09,723.42,31.03,7.57,1.03,4,15,9
735.94,914.87,38.39,9.42,1.38,4,15,10
817.96,1039.06,43.9,10.98,1.59,4,15,11
843.1,1080.14,46.7,12.24,1.79,4,15,12
811.54,1032.81,46.21,13.26,2.07,4,15,13
669.38,833.86,42.52,14.02,2.21,4,15,14
483.77,592.23,36.38,14.48,2.34,4,15,15
428.7,529.18,28.63,14.57,2.41,4,15,16
207.57,284.17,19.99,14.32,2.28,4,15,17
30.76,65.66,10.97,13.61,1.66,4,15,18
0.0,4.15,2.02,12.48,1.59,4,15,19
11.6,29.3,4.94,3.94,2.48,4,16,6
148.22,196.63,13.95,4.75,2.34,4,16,7
351.8,416.71,22.91,6.62,2.97,4,16,8
573.88,680.87,31.36,8.36,2.83,4,16,9
741.1,904.17,38.73,10.11,2.76,4,16,10
822.25,1026.99,44.26,11.9,2.76,4,16,11
851.3,1074.64,47.06,13.41,2.97,4,16,12
815.81,1027.4,46.55,14.49,3.1,4,16,13
721.5,898.59,42.84,15.22,3.1,4,16,14
520.02,637.25,36.66,15.6,3.03,4,16,15
408.17,504.14,28.89,15.75,3.03,4,16,16
186.96,252.69,20.23,15.47,3.03,4,16,17
39.86,72.93,11.22,14.62,2.55,4,16,18
0.36,6.63,2.26,13.26,2.69,4,16,19
11.27,31.01,5.25,6.26,1.93,4,17,6
