Discharge(Wh),Charge(Wh),Production(Wh),Consumption(Wh),Feed-in(Wh),From grid(Wh),State of Charge(%),Month,Day,Hour
0.0,7.199999999999999,0.0,24.98,0.0,32.18,0.0,2,28,1
0.0,7.16,0.0,57.39,0.0,64.55,0.0,2,28,2
0.0,7.245,0.0,25.525,0.0,32.77,0.0,2,28,3
0.0,6.48,0.0,57.39,0.0,63.87,0.0,2,28,4
0.0,6.8,0.0,24.919999999999998,0.0,31.720000000000002,0.0,2,28,5
0.0,7.1,0.0,56.01,0.0,63.11,0.0,2,28,6
0.0,7.06,0.0,25.05,0.0,32.11,0.0,2,28,7
0.07,0.99,0.0,17.259999999999998,0.0,18.18,0.0,2,28,8
0.0,42.45,42.92,22.8,0.0,22.33,0.0,2,28,9
0.0,183.31,214.4,59.65,0.0,28.56,0.0,2,28,10
0.0,375.6,376.34,7.13,0.32,6.71,1.0,2,28,11
0.0,560.76,591.27,42.3,0.44999999999999996,12.24,4.0,2,28,12
0.0,680.26,686.27,13.14,1.07,8.200000000000001,9.0,2,28,13
0.0,296.5,321.25,33.45,0.09,8.79,15.0,2,28,14
0.0,279.46,287.31,17.24,0.12,9.51,17.0,2,28,15
16.43,30.7,33.68,35.31,0.28,16.18,20.0,2,28,16
1622.91,0.0,3.81,1923.08,8.84,309.78,20.0,2,28,17
0.0,7.24,0.0,2752.54,0.0,2759.78,0.0,2,28,18
0.0,7.199999999999999,0.0,3820.31,0.0,3827.51,0.0,2,28,19
0.0,7.199999999999999,0.0,5235.52,0.0,5242.72,0.0,2,28,20
0.0,7.199999999999999,0.0,5179.91,0.0,5187.11,0.0,2,28,21
0.0,7.199999999999999,0.0,5321.08,0.0,5328.28,0.0,2,28,22
0.0,7.199999999999999,0.0,5260.34,0.0,5267.54,0.0,2,28,23
0.0,7.199999999999999,0.0,1372.25,0.0,1379.45,0.0,2,29,0
0.0,7.199999999999999,0.0,26.23,0.0,33.43,0.0,2,29,1
0.0,7.199999999999999,0.0,58.55,0.0,65.75,0.0,2,29,2
0.0,7.659999999999999,0.0,27.74,0.0,35.4,0.0,2,29,3
0.0,7.199999999999999,0.0,59.35,0.0,66.55,0.0,2,29,4
0.0,7.199999999999999,0.0,25.689999999999998,0.0,32.89,0.0,2,29,5
0.0,7.199999999999999,0.0,58.94,0.0,66.14,0.0,2,29,6
0.0,7.29,0.0,26.04,0.0,33.33,0.0,2,29,7
0.22999999999999998,110.94,129.39,57.42,0.0,38.74,0.0,2,29,8
0.0,426.9,427.65,13.89,1.21,14.35,0.0,2,29,9
0.0,224.92,259.19,45.15,0.74,11.62,3.0,2,29,10
0.0,200.54,200.56,4.57,0.5700000000000001,5.12,5.0,2,29,11
5.19,116.04,147.14000000000001,47.35,0.88,11.94,6.0,2,29,12
0.0,159.5,158.47,6.93,0.22,8.18,9.0,2,29,13
4.97,130.06,150.54,39.0,0.04,13.59,9.0,2,29,14
0.0,127.8,131.39000000000001,17.69,0.08,14.18,11.0,2,29,15
5.16,172.66,173.41,16.58,0.18,10.85,11.0,2,29,16
996.89,19.37,53.35,1570.3700000000001,3.7100000000000004,543.21,12.0,2,29,17
0.0,7.199999999999999,0.0,2791.89,0.0,2799.09,0.0,2,29,18
0.0,7.199999999999999,0.0,4181.44,0.0,4188.64,0.0,2,29,19
0.0,7.199999999999999,0.0,5434.53,0.0,5441.73,0.0,2,29,20
0.0,7.199999999999999,0.0,5740.25,0.0,5747.45,0.0,2,29,21
0.0,7.199999999999999,0.0,5861.84,0.0,5869.04,0.0,2,29,22
0.0,7.199999999999999,0.0,5751.53,0.0,5758.73,0.0,2,29,23
0.0,7.800000000000001,0.0,56.77,0.0,64.57000000000001,0.0,3,1,0
0.0,7.800000000000001,0.0,24.01,0.0,31.810000000000002,0.0,3,1,1
0.0,7.84,0.0,55.18,0.0,63.02,0.0,3,1,2
0.0,8.21,0.0,24.38,0.0,32.59,0.0,3,1,3
0.0,7.82,0.0,55.269999999999996,0.0,63.09,0.0,3,1,4
0.0,8.18,0.0,23.07,0.0,31.25,0.0,3,1,5
0.0,8.54,0.0,55.26,0.0,63.800000000000004,0.0,3,1,6
0.0,8.459999999999999,0.0,25.55,0.0,34.01,0.0,3,1,7
0.0,8.9,0.0,55.18,0.0,64.08,0.0,3,1,8
0.03,30.64,40.77,29.9,0.0,19.740000000000002,0.0,3,1,9
0.0,503.78,524.4,42.43,0.65,22.46,0.0,3,1,10
0.0,828.17,845.85,25.56,1.92,9.8,4.0,3,1,11
0.0,642.38,661.91,28.2,0.8500000000000001,9.52,11.0,3,1,12
0.0,638.52,664.09,33.24,1.98,9.65,17.0,3,1,13
0.0,458.8,470.44,19.4,0.66,8.42,24.0,3,1,14
21.26,153.5,161.44,39.82,1.8599999999999999,12.48,27.0,3,1,15
5.72,2.47,0.1,14.83,0.0,11.540000000000001,29.0,3,1,16
27.259999999999998,5.7,0.03,48.64,0.0,27.05,29.0,3,1,17
1.32,7.8,0.0,19.73,0.0,26.21,28.0,3,1,18
27.77,5.34,0.28,50.21,0.0,27.5,28.0,3,1,19
0.0,8.26,0.0,18.53,0.0,26.79,27.0,3,1,20
31.36,5.28,0.35000000000000003,52.95,0.0,26.52,27.0,3,1,21
0.0,7.7700000000000005,0.0,19.1,0.0,26.87,27.0,3,1,22
27.04,5.430000000000001,0.15000000000000002,50.28,0.0,28.52,27.0,3,1,23
0.0,7.800000000000001,0.0,17.67,0.0,25.47,17.0,3,2,0
23.08,5.720000000000001,0.0,44.36,0.0,27.0,17.0,3,2,1
10.45,6.76,0.0,28.32,0.0,24.63,17.0,3,2,2
0.0,8.01,0.0,16.375,0.0,24.385,16.0,3,2,3
30.34,5.2,0.0,52.339999999999996,0.0,27.2,16.0,3,2,4
4.83,7.28,0.0,20.29,0.0,22.74,16.0,3,2,5
0.0,7.800000000000001,0.0,14.41,0.0,22.21,16.0,3,2,6
32.29,5.11,0.0,50.97,0.0,23.79,15.0,3,2,7
0.83,6.68,0.0,13.48,0.0,19.330000000000002,15.0,3,2,8
0.2,37.98,35.05,8.2,0.08,11.030000000000001,15.0,3,2,9
5.13,355.76,387.19,47.52,2.36,13.32,15.0,3,2,10
0.0,314.18,314.425,3.57,0.30000000000000004,3.625,17.0,3,2,11
0.0,851.8,855.83,8.59,0.72,5.28,19.0,3,2,12
0.0,316.32,355.29,48.56,0.6000000000000001,10.19,27.0,3,2,13
0.0,775.06,776.76,7.28,0.53,6.11,30.0,3,2,14
0.0,362.37,363.87,7.86,0.18,6.54,37.0,3,2,15
10.16,121.58,148.24,46.82,0.11,10.14,41.0,3,2,16
0.18,3.62,0.06,7.58,0.0,11.08,42.0,3,2,17
0.0,7.94,0.0,16.27,0.0,24.21,42.0,3,2,18
34.07,4.74,0.0,55.27,0.0,25.94,41.0,3,2,19
0.0,7.9,0.0,16.11,0.0,24.01,41.0,3,2,20
0.0,7.92,0.0,15.48,0.0,23.4,41.0,3,2,21
33.36,4.87,0.0,54.6,0.0,26.11,41.0,3,2,22
1.18,7.66,0.0,17.94,0.0,24.419999999999998,40.0,3,2,23
0.0,7.199999999999999,0.0,1542.92,0.0,1550.12,0.0,3,3,0
0.0,7.199999999999999,0.0,27.349999999999998,0.0,34.55,0.0,3,3,1
0.0,7.199999999999999,0.0,58.199999999999996,0.0,65.4,0.0,3,3,2
0.0,7.364999999999999,0.0,26.125,0.0,33.49,0.0,3,3,3
0.0,7.199999999999999,0.0,58.69,0.0,65.89,0.0,3,3,4
0.0,7.199999999999999,0.0,26.02,0.0,33.22,0.0,3,3,5
0.0,7.21,0.0,39.28,0.0,46.49,0.0,3,3,6
0.03,7.07,5.09,42.37,0.0,44.32,0.0,3,3,7
0.0,651.59,652.13,15.870000000000001,0.11,15.44,0.0,3,3,8
0.0,1180.02,1215.91,45.83,0.49,10.43,4.0,3,3,9
0.0,1191.4,1198.17,11.97,0.75,5.95,16.0,3,3,10
0.0,1211.62,1252.97,49.83,1.41,9.89,27.0,3,3,11
0.0,1163.57,1166.27,7.8100000000000005,0.43,5.54,39.0,3,3,12
0.0,881.04,913.42,46.76,0.05,14.43,51.0,3,3,13
0.0,664.0,664.05,5.96,0.29,6.2,59.0,3,3,14
0.0,465.78000000000003,482.94,26.009999999999998,0.6900000000000001,9.54,66.0,3,3,15
0.0,220.7,235.98,26.23,0.15,11.1,70.0,3,3,16
1749.57,10.38,41.2,1976.53,4.37,200.51,72.0,3,3,17
2436.04,0.0,1.72,2812.07,8.71,391.7,52.0,3,3,18
1809.62,2.65,0.89,4504.26,2.87,2699.27,23.0,3,3,19
0.0,7.32,0.0,5900.44,0.0,5907.76,0.0,3,3,20
0.0,7.24,0.0,6091.62,0.0,6098.86,0.0,3,3,21
0.0,7.199999999999999,0.0,6052.06,0.0,6059.26,0.0,3,3,22
0.0,7.199999999999999,0.0,5695.19,0.0,5702.39,0.0,3,3,23
0.0,7.199999999999999,0.0,219.61,0.0,226.81,99.0,3,4,0
0.0,7.199999999999999,0.0,138.31,0.0,145.51,99.0,3,4,1
0.0,7.199999999999999,0.0,97.9,0.0,105.1,99.0,3,4,2
0.0,7.659999999999999,0.0,146.98000000000002,0.0,154.64,98.0,3,4,3
0.0,7.199999999999999,0.0,110.4,0.0,117.6,98.0,3,4,4
0.0,7.199999999999999,0.0,123.02,0.0,130.22,98.0,3,4,5
0.0,7.45,0.0,120.48,0.0,127.93,98.0,3,4,6
0.07,28.07,24.7,113.01,0.0,116.31,98.0,3,4,7
0.0,44.86,45.0,129.07,0.0,128.93,98.0,3,4,8
0.0,189.93,190.18,283.78000000000003,0.0,283.53,98.0,3,4,9
0.06,145.09,424.09,143.12,189.01,53.07,97.0,3,4,10
0.24,0.85,1421.81,89.4,1331.8,0.0,100.0,3,4,11
0.03,0.55,1180.91,2434.1,167.21,1420.92,100.0,3,4,12
0.06,0.44,704.15,511.5,406.46,214.19,100.0,3,4,13
0.05,0.75,1104.33,133.92,969.71,0.0,100.0,3,4,14
0.03,0.27,556.39,207.65,359.21,10.71,100.0,3,4,15
0.0,132.03,355.4,1585.75,23.8,1386.18,100.0,3,4,16
0.0,13.91,324.46,43.199999999999996,268.48,1.13,100.0,3,4,17
0.0,2.21,102.69,490.76,38.21,428.49,100.0,3,4,18
0.11,4.75,0.0,2847.99,0.0,2852.63,100.0,3,4,19
0.06,5.71,0.0,666.36,0.0,672.01,100.0,3,4,20
0.0,7.51,0.0,661.63,0.0,669.14,99.0,3,4,21
0.0,7.22,0.0,428.71,0.0,435.93,99.0,3,4,22
0.0,7.199999999999999,0.0,430.14,0.0,437.34,99.0,3,4,23
0.0,7.199999999999999,0.0,0.0,0.0,7.199999999999999,98.0,3,5,0
0.0,231.015,0.15000000000000002,0.0,0.0,230.865,98.0,3,5,1
0.0,7.199999999999999,0.0,0.0,0.0,7.199999999999999,100.0,3,5,2
0.0,7.199999999999999,0.0,0.0,0.0,7.199999999999999,100.0,3,5,3
0.0,7.199999999999999,0.0,0.0,0.0,7.199999999999999,100.0,3,5,4
0.0,7.199999999999999,0.0,0.0,0.0,7.199999999999999,100.0,3,5,5
0.07,3.19,34.68,34.7,0.16,3.3,100.0,3,5,6
0.0,26.8,54.25,33.78,0.15,6.48,100.0,3,5,7
0.0,121.63,215.0,107.6,0.24,14.47,99.0,3,5,8
0.0,0.22,270.27,270.04,0.29,0.28,100.0,3,5,9
0.0,0.51,391.68,391.12,0.49,0.44,100.0,3,5,10
0.32,0.27,618.58,618.0,1.0,0.37,100.0,3,5,11
0.22,0.2,622.13,622.03,0.61,0.49,100.0,3,5,12
0.44,60.22,521.77,461.89,0.53,0.43000000000000005,100.0,3,5,13
0.11,49.43,387.13,337.62,0.54,0.35,99.0,3,5,14
0.0,30.46,402.03,371.29,0.58,0.3,100.0,3,5,15
0.06,0.06,227.21,226.88,0.51,0.18000000000000002,100.0,3,5,16
0.0,0.03,68.15,67.87,0.41000000000000003,0.16,100.0,3,5,17
0.0,2.1,23.03,22.81,0.25,2.13,100.0,3,5,18
0.0,10.69,19.94,12.200000000000001,0.17,3.12,100.0,3,5,19
0.0,5.44,1.97,1.12,0.0,4.59,99.0,3,5,20
0.0,6.84,0.05,0.25,0.0,7.04,99.0,3,5,21
0.0,7.67,0.0,0.0,0.0,7.67,99.0,3,5,22
0.0,7.71,0.0,0.0,0.0,7.71,99.0,3,5,23
33.089999999999996,5.5200000000000005,0.43000000000000005,57.910000000000004,0.0,29.91,82.0,3,6,0
31.65,4.98,0.1,54.75,0.0,27.98,82.0,3,6,1
4.75,7.430000000000001,0.03,24.57,0.0,27.22,81.0,3,6,2
28.490000000000002,5.33,0.11,50.96,0.0,27.69,81.0,3,6,3
32.69,4.94,0.42000000000000004,56.87,0.0,28.7,80.0,3,6,4
0.0,7.800000000000001,0.0,47.9,0.0,55.7,80.0,3,6,5
0.08,3.02,0.1,12.7,0.02,15.56,80.0,3,6,6
0.21000000000000002,23.34,23.42,42.41,0.1,42.22,78.0,3,6,7
19.44,23.48,33.95,45.43,0.0,15.52,78.0,3,6,8
0.0,355.27,373.41,22.89,1.6199999999999999,6.37,78.0,3,6,9
0.0,957.45,989.21,40.04,2.45,10.73,81.0,3,6,10
0.0,822.24,1952.55,57.269999999999996,1076.81,3.77,89.0,3,6,11
0.11,1.21,1744.66,72.47,1671.09,0.0,100.0,3,6,12
0.06,1.11,1644.29,41.25,1601.99,0.0,100.0,3,6,13
0.06,1.36,1668.93,60.8,1606.83,0.0,100.0,3,6,14
0.03,0.91,1356.43,61.88,1293.67,0.0,100.0,3,6,15
1.9900000000000002,0.6,988.96,49.92,940.43,0.0,100.0,3,6,16
0.18,109.51,606.23,39.96,457.72,0.78,100.0,3,6,17
0.06,35.910000000000004,174.09,54.08,88.69,4.53,100.0,3,6,18
14.06,1.6800000000000002,60.2,59.46,24.37,11.25,100.0,3,6,19
1.9700000000000002,65.32,71.24,17.12,2.98,12.21,99.0,3,6,20
30.47,0.94,0.76,49.81,0.0,19.52,100.0,3,6,21
31.93,4.9,0.34,56.7,0.0,29.33,100.0,3,6,22
19.18,6.24,0.05,41.61,0.0,28.62,99.0,3,6,23
0.0,7.98,0.0,20.54,0.0,28.52,97.0,3,7,0
35.17,4.4399999999999995,0.0,58.69,0.0,27.96,97.0,3,7,1
0.0,7.66,0.0,18.41,0.0,26.07,96.0,3,7,2
34.38,4.6,0.05,57.449999999999996,0.0,27.62,96.0,3,7,3
16.62,6.36,0.12000000000000001,37.85,0.0,27.47,96.0,3,7,4
17.69,6.08,0.17,38.19,0.0,26.41,95.0,3,7,5
32.56,3.08,0.23,48.699999999999996,0.71,19.76,95.0,3,7,6
5.47,23.92,25.310000000000002,13.68,0.24000000000000002,7.09,94.0,3,7,7
7.73,67.96,90.41,49.72,0.13,19.67,94.0,3,7,8
0.0,658.11,147.7,17.3,17.44,545.15,94.0,3,7,9
1.09,0.0,107.74,61.07,56.43,8.67,100.0,3,7,10
0.03,0.03,192.96,27.06,165.9,0.0,100.0,3,7,11
0.06,0.09,211.46,63.51,147.92,0.0,100.0,3,7,12
0.05,0.12,293.91,27.22,266.62,0.0,100.0,3,7,13
0.0,106.48,397.93,58.32,233.51999999999998,0.39,100.0,3,7,14
0.06,7.74,192.86,37.98,147.2,0.0,99.0,3,7,15
0.18,30.66,143.11,45.07,68.36,0.8,100.0,3,7,16
0.16999999999999998,30.61,145.53,49.41,66.9,1.22,99.0,3,7,17
0.26,0.15,154.03,30.57,123.57,0.0,100.0,3,7,18
29.26,1.21,23.02,62.01,2.72,13.66,100.0,3,7,19
2.03,1.99,0.13,6.84,0.0,6.890000000000001,99.0,3,7,20
38.08,1.3499999999999999,0.0,53.64,0.0,17.55,99.0,3,7,21
0.0,7.57,0.0,17.5,0.0,25.07,98.0,3,7,22
34.41,4.59,0.0,57.6,0.0,27.78,98.0,3,7,23
97.36,0.0,0.33,126.16,0.0,28.47,91.0,3,8,0
40.25,0.0,0.0,72.99,0.0,32.74,89.0,3,8,1
63.910000000000004,0.0,0.31,92.3,0.0,28.08,88.0,3,8,2
66.36,0.0,0.21000000000000002,95.57,0.0,29.0,86.0,3,8,3
66.23,0.0,0.0,95.91,0.0,29.68,85.0,3,8,4
22.54,3.25,0.23,71.68,0.0,52.16,83.0,3,8,5
0.11,6.13,0.0,51.27,0.0,57.29,83.0,3,8,6
0.08,171.41,171.61,61.21,0.0,60.93,82.0,3,8,7
658.96,155.43,681.11,1215.31,0.47,31.14,83.0,3,8,8
481.09,509.4,1307.09,1332.43,14.73,68.38,76.0,3,8,9
0.0,1360.14,1383.91,48.13,0.0,24.36,75.0,3,8,10
34.47,1032.73,1527.08,184.88,368.6,24.66,89.0,3,8,11
0.03,0.61,1347.56,71.83,1275.15,0.0,100.0,3,8,12
0.1,0.85,1714.29,65.65,1647.89,0.0,100.0,3,8,13
90.06,75.99,1170.93,192.83,992.9,0.73,100.0,3,8,14
0.0,92.3,910.2,60.22,757.68,0.0,99.0,3,8,15
0.0,0.51,769.91,58.78,710.62,0.0,100.0,3,8,16
0.03,0.28,404.63,57.78,346.6,0.0,100.0,3,8,17
1682.67,19.45,300.95,2267.04,12.32,315.19,100.0,3,8,18
176.63,4.51,93.16,300.58,0.9,36.2,80.0,3,8,19
173.6,0.1,20.75,220.76,1.87,28.38,77.0,3,8,20
282.2,0.0,0.36,311.88,0.0,29.32,74.0,3,8,21
236.33,0.0,0.28,263.4,0.25,27.04,71.0,3,8,22
113.02,0.0,0.11,141.46,0.0,28.330000000000002,68.0,3,8,23
29.61,5.085,0.0,53.385,0.0,28.86,95.0,3,9,0
19.02,5.52,0.13,41.03,0.0,27.4,95.0,3,9,1
18.19,5.92,0.15000000000000002,40.2,0.0,27.78,94.0,3,9,2
30.88,4.56,0.4,54.25,0.0,27.53,94.0,3,9,3
5.41,6.84,0.08,26.42,0.0,27.77,92.0,3,9,4
44.75,3.5999999999999996,0.4,69.22,0.0,27.669999999999998,92.0,3,9,5
0.0,7.199999999999999,0.0,19.23,0.0,26.43,91.0,3,9,6
0.06,6.13,3.31,65.58,0.0,68.34,91.0,3,9,7
0.0,313.73,314.35,9.59,0.04,9.01,90.0,3,9,8
0.03,598.65,1005.31,74.97,346.0,14.28,92.0,3,9,9
0.2,0.15,610.1899999999999,33.339999999999996,576.9,0.0,100.0,3,9,10
0.18,0.91,1716.8,80.31,1635.76,0.0,100.0,3,9,11
0.11,0.61,1288.69,34.48,1253.71,0.0,100.0,3,9,12
0.0,0.03,493.73,79.22,414.48,0.0,100.0,3,9,13
0.03,0.2,568.8100000000001,29.84,538.8,0.0,100.0,3,9,14
0.0,0.29,898.15,80.28999999999999,817.57,0.0,100.0,3,9,15
0.0,146.8,626.45,34.06,446.17,0.58,100.0,3,9,16
0.06,0.32,473.52,72.97,400.29,0.0,100.0,3,9,17
0.26,0.47,94.53,34.63,60.13,0.44,100.0,3,9,18
39.27,0.33,28.189999999999998,64.46,15.39,12.72,100.0,3,9,19
10.46,5.33,0.0,32.29,0.0,27.16,99.0,3,9,20
38.58,4.4799999999999995,0.2,61.53,0.25,27.48,99.0,3,9,21
12.27,6.34,0.0,35.15,0.0,29.22,98.0,3,9,22
31.83,4.84,0.03,57.3,0.0,30.28,98.0,3,9,23
0.0,7.2299999999999995,0.0,53.81,0.0,61.04,48.0,3,10,0
0.0,3067.6,0.1,38.27,0.0,3105.77,48.0,3,10,1
0.0,2039.08,0.08,54.08,0.0,2093.08,77.0,3,10,2
0.0,67.9,0.0,29.8,0.0,97.7,96.0,3,10,3
0.0,7.199999999999999,0.0,45.52,0.0,52.72,100.0,3,10,4
0.0,7.21,0.0,33.01,0.0,40.22,100.0,3,10,5
0.0,7.5,0.0,44.72,0.0,52.22,100.0,3,10,6
0.0,7.74,0.0,23.23,0.0,30.97,100.0,3,10,7
0.0,26.54,59.480000000000004,46.83,24.73,38.62,100.0,3,10,8
0.0,102.46,878.87,394.68,696.37,314.64,99.0,3,10,9
0.11,0.88,886.55,1957.76,158.14,1230.12,100.0,3,10,10
0.26,0.79,1076.8,1168.43,692.75,784.91,100.0,3,10,11
0.09,0.3,709.83,134.8,597.72,22.9,100.0,3,10,12
0.14,0.25,465.26,36.32,428.83,0.0,100.0,3,10,13
0.03,2.24,854.25,56.74,795.3,0.0,100.0,3,10,14
0.06,143.57,269.1,30.2,96.93,1.54,99.0,3,10,15
0.06,0.12,210.8,423.79,131.28,344.33,100.0,3,10,16
2942.5299999999997,0.0,82.77,1024.13,2122.9,121.73,100.0,3,10,17
3107.68,0.0,42.99,816.64,2143.75,0.0,62.0,3,10,18
2035.01,2.61,1.58,487.0,1367.02,86.14,25.0,3,10,19
0.0,7.800000000000001,0.0,433.96999999999997,0.0,441.77,0.0,3,10,20
0.0,7.79,0.0,427.2,0.0,434.99,0.0,3,10,21
0.0,7.720000000000001,0.0,317.53,0.0,325.25,0.0,3,10,22
0.0,7.359999999999999,0.0,60.24,0.0,67.6,0.0,3,10,23
31.38,4.68,0.0,54.269999999999996,0.0,27.57,74.0,3,11,0
3.6799999999999997,6.84,0.0,23.19,0.0,26.35,74.0,3,11,1
26.56,5.2,0.0,48.75,0.0,27.39,73.0,3,11,2
17.72,5.76,0.03,38.37,0.0,26.38,73.0,3,11,3
13.6,6.0,0.0,33.62,0.0,26.02,72.0,3,11,4
0.0,916.56,0.0,45.86,0.0,962.42,72.0,3,11,5
0.0,1752.1499999999999,0.12,23.5,0.0,1775.53,80.0,3,11,6
0.03,15.870000000000001,0.0,49.17,0.0,65.01,98.0,3,11,7
0.28,4.4399999999999995,14.25,13.43,8.23,11.57,100.0,3,11,8
6.04,110.69,373.36,54.63,218.42000000000002,4.34,100.0,3,11,9
0.03,0.05,439.58,33.39,406.17,0.0,100.0,3,11,10
535.02,504.17,425.38,63.35,634.24,241.35999999999999,100.0,3,11,11
0.28,182.10999999999999,663.31,34.03,484.61,37.16,95.0,3,11,12
0.27,0.64,444.83,65.38,380.38,1.3,100.0,3,11,13
0.03,0.38,427.66,32.89,394.51,0.09,100.0,3,11,14
9.55,1.06,37.89,51.46,9.37,14.45,100.0,3,11,15
0.53,1.1400000000000001,0.15000000000000002,6.8,0.0,7.26,100.0,3,11,16
29.97,4.84,0.1,51.12,1.14,27.03,99.0,3,11,17
0.0,7.78,0.0,17.91,0.0,25.69,98.0,3,11,18
27.3,4.95,0.14,50.14,0.0,27.65,98.0,3,11,19
0.0,7.25,0.0,19.47,0.0,26.72,97.0,3,11,20
29.92,4.68,0.22999999999999998,53.41,0.0,27.94,97.0,3,11,21
0.0,7.2299999999999995,0.0,17.57,0.0,24.8,96.0,3,11,22
28.86,4.84,0.03,53.36,0.0,29.31,96.0,3,11,23
32.34,4.4399999999999995,0.07,55.08,0.0,27.11,91.0,3,12,0
0.0,7.199999999999999,0.0,19.39,0.0,26.59,90.0,3,12,1
16.18,6.045,0.0,38.4,0.0,28.505,90.0,3,12,2
17.25,5.74,0.0,37.19,0.0,25.68,90.0,3,12,3
0.0,7.199999999999999,0.0,19.55,0.0,26.75,89.0,3,12,4
3.88,570.63,0.0,51.23,0.0,617.98,89.0,3,12,5
0.0,7.279999999999999,0.0,18.0,0.0,25.28,100.0,3,12,6
0.0,7.74,0.0,17.01,0.0,24.75,100.0,3,12,7
31.27,4.66,0.0,52.65,0.0,26.04,100.0,3,12,8
0.5,5.529999999999999,3.47,6.04,0.02,7.64,100.0,3,12,9
0.0,119.9,144.62,7.26,21.189999999999998,3.73,99.0,3,12,10
0.06,80.35,638.49,66.96,491.42,0.18,99.0,3,12,11
0.31,2.18,297.29,25.85,275.0,5.43,100.0,3,12,12
0.29000000000000004,0.15,294.07,54.38,243.71,3.88,100.0,3,12,13
0.49,13.35,86.98,25.88,54.99,6.82,100.0,3,12,14
0.85,18.07,18.25,2.62,0.13,1.75,99.0,3,12,15
29.83,2.8,0.08,49.3,0.0,22.19,99.0,3,12,16
0.0,7.4399999999999995,0.0,18.41,0.0,25.85,98.0,3,12,17
0.0,7.57,0.0,18.63,0.0,26.2,98.0,3,12,18
32.54,4.49,0.05,54.89,0.0,26.79,98.0,3,12,19
0.0,7.21,0.0,18.95,0.0,26.16,97.0,3,12,20
0.0,7.24,0.0,18.98,0.0,26.22,97.0,3,12,21
33.18,4.4399999999999995,0.0,56.6,0.0,27.86,97.0,3,12,22
0.7,7.08,0.0,17.35,0.0,23.73,96.0,3,12,23
0.0,7.43,0.0,1569.2,0.0,1576.63,0.0,3,13,0
0.0,7.24,0.0,34.11,0.0,41.35,0.0,3,13,1
0.0,7.68,0.0,50.73,0.0,58.41,0.0,3,13,2
0.0,8.120000000000001,0.0,43.92,0.0,52.04,0.0,3,13,3
0.0,7.66,0.0,41.61,0.0,49.27,0.0,3,13,4
0.0,7.78,0.0,48.04,0.0,55.82,0.0,3,13,5
0.0,7.800000000000001,0.0,35.06,0.0,42.86,0.0,3,13,6
0.03,4.1,1.67,48.48,0.0,50.88,0.0,3,13,7
0.16,43.18,43.88,33.69,0.0,32.83,0.0,3,13,8
0.0,262.04,285.06,48.39,0.0,25.37,0.0,3,13,9
0.0,219.38,226.02,11.74,0.09,5.19,1.0,3,13,10
0.0,329.62,349.53,35.05,0.03,15.17,3.0,3,13,11
0.0,849.95,860.98,17.580000000000002,0.5900000000000001,7.14,5.0,3,13,12
0.0,1457.73,1486.64,35.37,3.62,10.08,13.0,3,13,13
0.0,656.22,671.56,21.6,0.94,7.2,27.0,3,13,14
0.0,498.22,518.8100000000001,29.08,0.44,8.93,33.0,3,13,15
0.0,296.19,308.18,21.39,0.41000000000000003,9.81,38.0,3,13,16
1613.11,67.78999999999999,145.24,1844.68,9.3,163.42,41.0,3,13,17
1856.04,1.75,15.82,2739.88,22.84,894.03,23.0,3,13,18
0.0,7.800000000000001,0.0,3985.68,0.0,3993.48,0.0,3,13,19
0.0,7.79,0.0,5415.09,0.0,5422.88,0.0,3,13,20
0.0,7.52,0.0,5405.9,0.0,5413.42,0.0,3,13,21
0.0,7.359999999999999,0.0,5422.45,0.0,5429.8099999999995,0.0,3,13,22
0.0,7.49,0.0,4996.33,0.0,5003.82,0.0,3,13,23
0.0,7.199999999999999,0.0,1412.78,0.0,1419.98,0.0,3,14,0
0.0,7.199999999999999,0.0,59.1,0.0,66.3,0.0,3,14,1
0.0,7.199999999999999,0.0,32.03,0.0,39.230000000000004,0.0,3,14,2
0.0,7.364999999999999,0.0,52.36,0.0,59.725,0.0,3,14,3
0.0,7.199999999999999,0.0,45.949999999999996,0.0,53.15,0.0,3,14,4
0.0,7.199999999999999,0.0,38.33,0.0,45.53,0.0,3,14,5
0.0,7.199999999999999,0.0,55.42,0.0,62.620000000000005,0.0,3,14,6
0.16,7.56,0.03,25.62,0.0,32.99,0.0,3,14,7
0.35,1.18,0.18,27.4,0.0,28.05,0.0,3,14,8
0.0,14.38,19.26,23.45,0.0,18.57,0.0,3,14,9
0.06,20.95,42.74,56.8,0.0,34.95,0.0,3,14,10
0.0,72.9,80.11,24.54,0.0,17.33,0.0,3,14,11
0.0,46.78,71.84,59.82,0.0,34.76,0.0,3,14,12
0.0,268.09,265.11,24.95,0.16999999999999998,28.1,0.0,3,14,13
0.0,386.84,419.0,43.08,0.18,11.1,1.0,3,14,14
0.0,361.76,362.4,4.28,0.27999999999999997,3.92,4.0,3,14,15
0.0,310.14,345.17,43.42,2.6599999999999997,11.05,8.0,3,14,16
925.3100000000001,56.269999999999996,152.44,1806.98,5.01,790.51,11.0,3,14,17
0.0,6.63,0.09,2168.71,0.0,2175.25,0.0,3,14,18
0.0,7.22,0.0,4031.48,0.0,4038.7,0.0,3,14,19
0.0,7.199999999999999,0.0,5139.14,0.0,5146.34,0.0,3,14,20
0.0,7.27,0.0,5329.91,0.0,5337.18,0.0,3,14,21
